2023:11:07 - 01:00:50 | [ WARNING    ]   ITEM [ AVAILABILITY - LOW ]
2023:11:07 - 01:11:18 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:11:18 | [    INFO    ] PRODUCER [ AMOUNT - 14 ]
2023:11:07 - 01:11:27 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 51% ]
2023:11:07 - 01:11:37 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 48% ]
2023:11:07 - 01:11:47 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 45% ]
2023:11:07 - 01:11:57 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 44% ]
2023:11:07 - 01:12:07 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 43% ]
2023:11:07 - 01:12:35 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:12:35 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:12:35 | [    INFO    ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:12:36 | [    INFO    ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:12:36 | [    INFO    ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:12:36 | [    INFO    ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:12:36 | [    INFO    ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:12:36 | [    INFO    ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:12:36 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:12:36 | [    INFO    ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:12:39 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:43 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:12:46 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:47 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:48 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:50 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:51 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:52 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:53 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:12:54 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:56 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:58 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:12:59 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:12:59 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:12:59 | [    INFO    ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 01:12:59 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:12:59 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:12:59 | [    INFO    ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 01:12:59 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:12:59 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:12:59 | [    INFO    ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 01:12:59 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:12:59 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:12:59 | [    INFO    ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 01:13:00 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:13:00 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:13:00 | [    INFO    ] PRODUCER [ AMOUNT - 12 ]
2023:11:07 - 01:13:00 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:13:00 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:13:00 | [    INFO    ] PRODUCER [ AMOUNT - 13 ]
2023:11:07 - 01:13:00 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:13:00 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:13:00 | [    INFO    ] PRODUCER [ AMOUNT - 14 ]
2023:11:07 - 01:13:01 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:02 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:03 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:03 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 93% ]
2023:11:07 - 01:13:04 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:06 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:07 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:09 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:11 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:13 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 89% ]
2023:11:07 - 01:13:14 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:15 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:16 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:19 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:23 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:13:23 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 88% ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:13:25 | [    INFO    ] PRODUCER [ AMOUNT - 15 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:13:25 | [    INFO    ] PRODUCER [ AMOUNT - 16 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:13:25 | [    INFO    ] PRODUCER [ AMOUNT - 17 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:13:25 | [    INFO    ] PRODUCER [ AMOUNT - 18 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:13:25 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:13:25 | [    INFO    ] PRODUCER [ AMOUNT - 19 ]
2023:11:07 - 01:13:33 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 78% ]
2023:11:07 - 01:14:23 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:23 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:23 | [    INFO    ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:14:23 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:23 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:23 | [    INFO    ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:14:23 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:14:23 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:14:23 | [    INFO    ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:14:24 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:14:24 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:14:24 | [    INFO    ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 01:14:41 | [    INFO    ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:14:41 | [    INFO    ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:14:41 | [    INFO    ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:14:41 | [    INFO    ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:41 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:41 | [    INFO    ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:14:42 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:14:42 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:14:42 | [    INFO    ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:14:47 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:14:47 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:14:47 | [    INFO    ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:14:47 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:14:47 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:14:47 | [    INFO    ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 01:14:47 | [     ADD    ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:14:47 | [     ADD    ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:14:47 | [    INFO    ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:48 | [    INFO    ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:14:48 | [    INFO    ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:14:48 | [    INFO    ] PRODUCER [ AMOUNT - 12 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:14:48 | [    INFO    ] PRODUCER [ AMOUNT - 13 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:48 | [    INFO    ] PRODUCER [ AMOUNT - 14 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:14:48 | [    INFO    ] PRODUCER [ AMOUNT - 15 ]
2023:11:07 - 01:14:48 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:49 | [    INFO    ] PRODUCER [ AMOUNT - 16 ]
2023:11:07 - 01:14:49 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 78% ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:14:49 | [    INFO    ] PRODUCER [ AMOUNT - 17 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:14:49 | [    INFO    ] PRODUCER [ AMOUNT - 18 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:14:49 | [    INFO    ] PRODUCER [ AMOUNT - 19 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:14:49 | [    INFO    ] PRODUCER [ AMOUNT - 20 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:49 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:14:49 | [    INFO    ] PRODUCER [ AMOUNT - 21 ]
2023:11:07 - 01:14:53 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:14:59 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 69% ]
2023:11:07 - 01:16:11 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:16:11 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:16:11 | [    INFO    ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:16:11 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:16:11 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:16:11 | [    INFO    ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:16:12 | [    INFO    ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:16:12 | [    INFO    ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:16:12 | [    INFO    ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:16:12 | [    INFO    ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:16:12 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:16:12 | [    INFO    ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:16:13 | [    INFO    ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:16:13 | [    INFO    ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:16:13 | [    INFO    ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:16:13 | [    INFO    ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:16:13 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:16:13 | [    INFO    ] PRODUCER [ AMOUNT - 12 ]
2023:11:07 - 01:16:14 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:16:17 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 50% ]
2023:11:07 - 01:16:41 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:16:41 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:16:41 | [    INFO    ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:16:42 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:16:42 | [     ADD    ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:16:42 | [    INFO    ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:16:42 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:16:42 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:16:42 | [    INFO    ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:16:42 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:16:42 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:16:42 | [    INFO    ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:16:42 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:16:42 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:16:42 | [    INFO    ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:16:43 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:16:43 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:16:43 | [    INFO    ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:16:43 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:16:43 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:16:43 | [    INFO    ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:16:43 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:16:43 | [     ADD    ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:16:43 | [    INFO    ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 01:18:07 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:18:07 | [     ADD    ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:18:07 | [    INFO    ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:18:08 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:18:08 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:18:08 | [    INFO    ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:18:08 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:18:08 | [     ADD    ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:18:08 | [    INFO    ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:18:08 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:18:08 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:18:08 | [    INFO    ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:18:08 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:18:08 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:18:08 | [    INFO    ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:09 | [    INFO    ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:09 | [    INFO    ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:09 | [    INFO    ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:18:09 | [    INFO    ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 01:18:09 | [    INFO    ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:09 | [    INFO    ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:18:09 | [     ADD    ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:18:09 | [    INFO    ] PRODUCER [ AMOUNT - 12 ]
2023:11:07 - 01:18:10 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:18:10 | [     ADD    ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 01:18:10 | [    INFO    ] PRODUCER [ AMOUNT - 13 ]
2023:11:07 - 01:18:10 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:10 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:10 | [    INFO    ] PRODUCER [ AMOUNT - 14 ]
2023:11:07 - 01:18:10 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:10 | [     ADD    ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:18:10 | [    INFO    ] PRODUCER [ AMOUNT - 15 ]
2023:11:07 - 01:18:11 | [ WARNING    ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:18:15 | [    INFO    ]   ITEM [ CONSUMPTION_RATE - 57% ]
2023:11:07 - 01:19:10 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:19:10 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 01:19:10 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:19:10 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:19:10 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:19:10 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:19:11 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:19:11 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 01:19:11 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 01:19:11 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:19:11 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 01:19:11 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 01:19:14 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:19:16 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
